"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070508","cholesterol import","1/4","10/18842",0.1,471.05,21.6650855571441,0.00212139620070229,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0070857","regulation of bile acid biosynthetic process","1/4","11/18842",0.0909090909090909,428.227272727273,20.653002320786,0.00233335002478863,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0010878","cholesterol storage","1/4","21/18842",0.0476190476190476,224.309523809524,14.9197009983474,0.00445103168668626,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0090205","positive regulation of cholesterol metabolic process","1/4","24/18842",0.0416666666666667,196.270833333333,13.9482859637586,0.00508567826990469,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0140861","DNA repair-dependent chromatin remodeling","1/4","26/18842",0.0384615384615385,181.173076923077,13.396072561063,0.00550860738542591,0.0490833148021614,0.018706889489027,"TRIP12",1
"GO:0010893","positive regulation of steroid biosynthetic process","1/4","32/18842",0.03125,147.203125,12.0615138828181,0.00677658573556295,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0006699","bile acid biosynthetic process","1/4","36/18842",0.0277777777777778,130.847222222222,11.363190093859,0.0076212307586101,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0045940","positive regulation of steroid metabolic process","1/4","39/18842",0.0256410256410256,120.782051282051,10.911263675412,0.00825436090344389,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0032366","intracellular sterol transport","1/4","40/18842",0.025,117.7625,10.7719897315409,0.00846533694749985,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0032367","intracellular cholesterol transport","1/4","40/18842",0.025,117.7625,10.7719897315409,0.00846533694749985,0.0490833148021614,0.018706889489027,"STARD4",1
"GO:0008206","bile acid metabolic process","1/4","44/18842",0.0227272727272727,107.056818181818,10.2629847471462,0.0093089045314444,0.0490833148021614,0.018706889489027,"STARD4",1
